source_id,source_type,source_path_or_url,audit_status,current_title,meta_description,chapter,content_kind,reuse_action,duplicate_group,split_recommendation,recommended_lesson_title,recommended_featured_image,tags,search_keywords,related_lessons,notes
https-www-childactor101-com-101-blog-go-look-this-up,blog_article,https://www.childactor101.com/101-blog/go-look-this-up,audited_from_live_site,Go Look This Up,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Go Look This Up.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Go Look This Up,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/ab64b64a-22ca-4272-93c6-e4f320d8ee24/5624BF01-AF2D-4C4B-9CE4-91DF3F776813.png,"career growth, look, this","Go Look This Up, Career Growth, career growth, look, this","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-hollywood-hack-for-teen-actors-meet-the-cpp,blog_article,https://www.childactor101.com/101-blog/hollywood-hack-for-teen-actors-meet-the-cpp,audited_from_live_site,Hollywood Hack For Teen Actors Meet The Cpp,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Hollywood Hack For Teen Actors Meet The Cpp.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Hollywood Hack For Teen Actors Meet The Cpp,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/582af69c-517a-475e-b0b1-4fc98267099c/IMG_1136.png,"career growth, hollywood, hack, teen, meet, cpp","Hollywood Hack For Teen Actors Meet The Cpp, Career Growth, career growth, hollywood, hack, teen, meet, cpp","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-how-ai-is-revolutionizing-the-acting-worldand-why-you-and-your-young-actor-should-get-on-board,blog_article,https://www.childactor101.com/101-blog/how-ai-is-revolutionizing-the-acting-worldand-why-you-and-your-young-actor-should-get-on-board,audited_from_live_site,How Ai Is Revolutionizing The Acting Worldand Why You And Your Young Actor Should Get On Board,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: How Ai Is Revolutionizing The Acting Worldand Why You And Your Young Actor Should Get On Board.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,How Ai Is Revolutionizing The Acting Worldand Why You And Your Young Actor Should Get On Board,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/b9087d89-3458-4083-a502-23584f812d03/IMG_0678.png,"career growth, revolutionizing, acting, worldand, you, should, get, board","How Ai Is Revolutionizing The Acting Worldand Why You And Your Young Actor Should Get On Board, Career Growth, career growth, revolutionizing, acting, worldand, you, should, get, board","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
docs-level-up-module-06-md-how-managers-support-long-term-growth,internal_source_doc,docs/level-up/module-06.md,audited_from_repo_source,How Managers Support Long-Term Growth,Internal curriculum source material saved from LEVEL UP for future lesson extraction.,Career Growth,source_doc,divide_into_multiple_standalone_lessons,,Split by heading and by each single parent question answered in the source.,How Managers Support Long-Term Growth,/images/chapter-getting-started.jpg,"career growth, managers, support, long, term, growth","How Managers Support Long-Term Growth, Career Growth, career growth, managers, support, long, term, growth","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Break into the smallest practical standalone lessons possible from source sections.
https-www-childactor101-com-101-blog-i-am-a-cruel-jerkface,blog_article,https://www.childactor101.com/101-blog/i-am-a-cruel-jerkface,audited_from_live_site,I Am A Cruel Jerkface,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: I Am A Cruel Jerkface.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,I Am A Cruel Jerkface,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/1634963434740-2TNK3ZBO5KBES87Y7X37/34644274_10209929484268650_2276504688910139392_n.jpg,"career growth, cruel, jerkface","I Am A Cruel Jerkface, Career Growth, career growth, cruel, jerkface","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-introducing-ask101-your-personal-acting-industry-resource-now-live,blog_article,https://www.childactor101.com/101-blog/introducing-ask101-your-personal-acting-industry-resource-now-live,audited_from_live_site,Introducing Ask101 Your Personal Acting Industry Resource Now Live,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Introducing Ask101 Your Personal Acting Industry Resource Now Live.,Career Growth,lesson_candidate,update_or_extract_supporting_lessons,,Keep as one lesson unless review reveals multiple distinct parent questions.,Introducing Ask101 Your Personal Acting Industry Resource Now Live,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/104129e7-ff1c-468b-9ca5-5c52107a6807/ask101logo.jpg,"career growth, introducing, ask101, personal, acting, industry, resource, now","Introducing Ask101 Your Personal Acting Industry Resource Now Live, Career Growth, career growth, introducing, ask101, personal, acting, industry, resource, now","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-let-the-music-move-you,blog_article,https://www.childactor101.com/101-blog/let-the-music-move-you,audited_from_live_site,Let The Music Move You,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Let The Music Move You.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Let The Music Move You,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/ed9e51f0-ba5f-4554-8b75-afd1bb0f8dbe/pexels-anastasia-kolchina-5766749.jpg,"career growth, let, music, move, you","Let The Music Move You, Career Growth, career growth, let, music, move, you","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-level-up-the-definitive-roadmap-to-becoming-a-competitive-actor-now-accepting-beta-testers,blog_article,https://www.childactor101.com/101-blog/level-up-the-definitive-roadmap-to-becoming-a-competitive-actor-now-accepting-beta-testers-,audited_from_live_site,Level Up The Definitive Roadmap To Becoming A Competitive Actor Now Accepting Beta Testers,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Level Up The Definitive Roadmap To Becoming A Competitive Actor Now Accepting Beta Testers.,Career Growth,lesson_candidate,update_or_extract_supporting_lessons,,Keep as one lesson unless review reveals multiple distinct parent questions.,Level Up The Definitive Roadmap To Becoming A Competitive Actor Now Accepting Beta Testers,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/859eed08-5fe5-43ac-9993-4ba988083ad5/levelup.jpg,"career growth, level, definitive, roadmap, becoming, competitive, now, accepting","Level Up The Definitive Roadmap To Becoming A Competitive Actor Now Accepting Beta Testers, Career Growth, career growth, level, definitive, roadmap, becoming, competitive, now, accepting","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-mother-agencies-should-your-rising-star-sign-up,blog_article,https://www.childactor101.com/101-blog/mother-agencies-should-your-rising-star-sign-up,audited_from_live_site,Mother Agencies Should Your Rising Star Sign Up,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Mother Agencies Should Your Rising Star Sign Up.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Mother Agencies Should Your Rising Star Sign Up,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/82e1ed80-6005-4418-9b7e-7be6ea6c773c/yz7UjHWPSwu236ABpMUN-g.png,"career growth, mother, agencies, should, rising, star, sign","Mother Agencies Should Your Rising Star Sign Up, Career Growth, career growth, mother, agencies, should, rising, star, sign","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-navigating-the-nuances-of-tv-acting-the-key-to-booking-the-gig,blog_article,https://www.childactor101.com/101-blog/navigating-the-nuances-of-tv-acting-the-key-to-booking-the-gig,audited_from_live_site,Navigating The Nuances Of Tv Acting The Key To Booking The Gig,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Navigating The Nuances Of Tv Acting The Key To Booking The Gig.,Career Growth,lesson_candidate,update_or_extract_supporting_lessons,,Keep as one lesson unless review reveals multiple distinct parent questions.,Navigating The Nuances Of Tv Acting The Key To Booking The Gig,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/acf2655a-b395-4399-8c83-fb64aa3472c4/a-child-is-rescued-law-and-order-svu.jpg,"career growth, navigating, nuances, acting, key, booking, gig","Navigating The Nuances Of Tv Acting The Key To Booking The Gig, Career Growth, career growth, navigating, nuances, acting, key, booking, gig","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-olympic-level-training-for-aspiring-young-actors-why-consistency-is-key,blog_article,https://www.childactor101.com/101-blog/olympic-level-training-for-aspiring-young-actors-why-consistency-is-key,audited_from_live_site,Olympic Level Training For Aspiring Young Actors Why Consistency Is Key,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Olympic Level Training For Aspiring Young Actors Why Consistency Is Key.,Career Growth,lesson_candidate,import_as_is_or_lightly_update,training-importance,Keep one canonical lesson and merge overlapping material from duplicate sources.,Olympic Level Training For Aspiring Young Actors Why Consistency Is Key,/images/chapter-getting-started.jpg,"career growth, olympic, level, training, aspiring, consistency, key","Olympic Level Training For Aspiring Young Actors Why Consistency Is Key, Career Growth, career growth, olympic, level, training, aspiring, consistency, key","Elevating Talent My Approach To Consistent Acting Coaching, The Harsh Truth If Youre Not Taking Training Seriously Your Kid Is Just A Hobbyist, When Should My Child Start Acting Training A Parents Guide To The Right Age",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-on-set-etiquette-essential-guide-for-child-actors-and-their-parents,blog_article,https://www.childactor101.com/101-blog/on-set-etiquette-essential-guide-for-child-actors-and-their-parents,audited_from_live_site,On Set Etiquette Essential Guide For Child Actors And Their Parents,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: On Set Etiquette Essential Guide For Child Actors And Their Parents.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,On Set Etiquette Essential Guide For Child Actors And Their Parents,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/2662384b-4688-4d5c-a6c2-aa2627655c1b/IMG_0039.png,"career growth, set, etiquette, essential, their, parents","On Set Etiquette Essential Guide For Child Actors And Their Parents, Career Growth, career growth, set, etiquette, essential, their, parents","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-parenthetical-playbook-a-kid-friendly-guide-to-actings-whispered-secrets,blog_article,https://www.childactor101.com/101-blog/parenthetical-playbook-a-kid-friendly-guide-to-actings-whispered-secrets,audited_from_live_site,Parenthetical Playbook A Kid Friendly Guide To Actings Whispered Secrets,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Parenthetical Playbook A Kid Friendly Guide To Actings Whispered Secrets.,Career Growth,lesson_candidate,update_or_extract_supporting_lessons,,Keep as one lesson unless review reveals multiple distinct parent questions.,Parenthetical Playbook A Kid Friendly Guide To Actings Whispered Secrets,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/62dd96b6-9adc-4adb-b65a-2b92aaf14aa3/IMG_0237.png,"career growth, parenthetical, playbook, kid, friendly, actings, whispered, secrets","Parenthetical Playbook A Kid Friendly Guide To Actings Whispered Secrets, Career Growth, career growth, parenthetical, playbook, kid, friendly, actings, whispered, secrets","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
hub-private-coaching,hub_page,https://www.childactor101.com/private-coaching,audited_from_sitemap_and_page_title,Private Coaching,Existing public content hub or product page that can feed the classroom ecosystem.,Career Growth,content_hub,update_into_index_or_resource_hub,,"Use as a supporting resource hub, not as a classroom lesson unless the page contains standalone educational sections.",Private Coaching,/images/chapter-getting-started.jpg,"career growth, private, coaching","Private Coaching, Career Growth, career growth, private, coaching","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Review page sections for importable educational subsections.
https-www-childactor101-com-101-blog-pvr68iuo938gsyb250tdh0m4wifk9o,blog_article,https://www.childactor101.com/101-blog/pvr68iuo938gsyb250tdh0m4wifk9o,audited_from_live_site,Pvr68iuo938gsyb250tdh0m4wifk9o,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Pvr68iuo938gsyb250tdh0m4wifk9o.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Pvr68iuo938gsyb250tdh0m4wifk9o,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/1710962916404-SO836TFXLH9REBTKFBNP/5%2Bself%2Btape.jpg,"career growth, pvr68iuo938gsyb250tdh0m4wifk9o","Pvr68iuo938gsyb250tdh0m4wifk9o, Career Growth, career growth, pvr68iuo938gsyb250tdh0m4wifk9o","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-qds6k4b59iq3vbwthkwehupmmdj8z7,blog_article,https://www.childactor101.com/101-blog/qds6k4b59iq3vbwthkwehupmmdj8z7,audited_from_live_site,Qds6k4b59iq3vbwthkwehupmmdj8z7,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Qds6k4b59iq3vbwthkwehupmmdj8z7.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Qds6k4b59iq3vbwthkwehupmmdj8z7,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/283cb78d-f853-4855-97c7-6701b6b419e2/SitcomActingIntensive.jpeg,"career growth, qds6k4b59iq3vbwthkwehupmmdj8z7","Qds6k4b59iq3vbwthkwehupmmdj8z7, Career Growth, career growth, qds6k4b59iq3vbwthkwehupmmdj8z7","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-r8tfgy4u9qfibbprbbol9bx8j0u1qk,blog_article,https://www.childactor101.com/101-blog/r8tfgy4u9qfibbprbbol9bx8j0u1qk,audited_from_live_site,R8tfgy4u9qfibbprbbol9bx8j0u1qk,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: R8tfgy4u9qfibbprbbol9bx8j0u1qk.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,R8tfgy4u9qfibbprbbol9bx8j0u1qk,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/eaad3e39-f1e6-457a-ad0b-72115f141f32/IMG_1057.png,"career growth, r8tfgy4u9qfibbprbbol9bx8j0u1qk","R8tfgy4u9qfibbprbbol9bx8j0u1qk, Career Growth, career growth, r8tfgy4u9qfibbprbbol9bx8j0u1qk","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-seeking-motivated-young-actors,blog_article,https://www.childactor101.com/101-blog/seeking-motivated-young-actors,audited_from_live_site,Seeking Motivated Young Actors,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Seeking Motivated Young Actors.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Seeking Motivated Young Actors,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/81961e73-deb4-4d0f-9bfd-1ed08e267b85/Corey+Ralston.png,"career growth, seeking, motivated","Seeking Motivated Young Actors, Career Growth, career growth, seeking, motivated","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-selftapesound,blog_article,https://www.childactor101.com/101-blog/selftapesound,audited_from_live_site,Selftapesound,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Selftapesound.,Career Growth,lesson_candidate,import_with_update,self-tape-technical-setup,Keep one canonical lesson and merge overlapping material from duplicate sources.,Selftapesound,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/1647587277483-G8EGQVBA0FCQY4H0T89T/unsplash-image-bmJAXAz6ads.jpg,"career growth, selftapesound","Selftapesound, Career Growth, career growth, selftapesound","How To Help Your Child Actor Self Tape Auditions While Traveling A Parents Guide To Taping In A Hotel Room, Self Tape Equipment For Child Actors, Time To Re Think Your Self Tape Backdrop And Get One These For Under 20",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-stage-parent-super-hero,blog_article,https://www.childactor101.com/101-blog/stage-parent-super-hero,audited_from_live_site,Stage Parent Super Hero,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: Stage Parent Super Hero.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Stage Parent Super Hero,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/61c3749d-6ced-4bdd-bfb4-9bcf5b7dc4a8/25628635_0.jpeg,"career growth, stage, parent, super, hero","Stage Parent Super Hero, Career Growth, career growth, stage, parent, super, hero","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-5-types-of-tv-content-your-child-actor-should-be-watching,blog_article,https://www.childactor101.com/101-blog/the-5-types-of-tv-content-your-child-actor-should-be-watching,audited_from_live_site,The 5 Types Of Tv Content Your Child Actor Should Be Watching,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: The 5 Types Of Tv Content Your Child Actor Should Be Watching.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,The 5 Types Of Tv Content Your Child Actor Should Be Watching,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/0f001ef4-1cfc-49bd-90c9-914bf00cd8d5/Z2AefzChQlGsCodQcmg6tQ.png,"career growth, types, content, should, watching","The 5 Types Of Tv Content Your Child Actor Should Be Watching, Career Growth, career growth, types, content, should, watching","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-art-of-being-unforgettable-why-young-actors-should-ditch-the-vanilla-and-go-full-rocky-road,blog_article,https://www.childactor101.com/101-blog/the-art-of-being-unforgettable-why-young-actors-should-ditch-the-vanilla-and-go-full-rocky-road,audited_from_live_site,The Art Of Being Unforgettable Why Young Actors Should Ditch The Vanilla And Go Full Rocky Road,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: The Art Of Being Unforgettable Why Young Actors Should Ditch The Vanilla And Go Full Rocky Road.,Career Growth,lesson_candidate,import_with_update,charisma-and-memorability,Keep one canonical lesson and merge overlapping material from duplicate sources.,The Art Of Being Unforgettable Why Young Actors Should Ditch The Vanilla And Go Full Rocky Road,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/9404c3c0-cf65-4c50-85ec-4fa494d73103/dickwhimsy_a_candid_photojournalistic_image_of_a_tween_child_ac_d044a733-62b0-41a4-9a71-4d7aee9d2aa8.png,"career growth, art, being, unforgettable, should, ditch, vanilla, full","The Art Of Being Unforgettable Why Young Actors Should Ditch The Vanilla And Go Full Rocky Road, Career Growth, career growth, art, being, unforgettable, should, ditch, vanilla, full","Acting With Heart How Empathy Builds Unforgettable Performances, Charisma, Learning To Own Yourself How Charisma Counts Helps Actors Shine",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-child-actor-101-ecosystem-continues-to-grow-and-the-podcast-is-back,blog_article,https://www.childactor101.com/101-blog/the-child-actor-101-ecosystem-continues-to-grow-and-the-podcast-is-back,audited_from_live_site,The Child Actor 101 Ecosystem Continues To Grow And The Podcast Is Back,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: The Child Actor 101 Ecosystem Continues To Grow And The Podcast Is Back.,Career Growth,lesson_candidate,update_or_extract_supporting_lessons,,Keep as one lesson unless review reveals multiple distinct parent questions.,The Child Actor 101 Ecosystem Continues To Grow And The Podcast Is Back,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/59b4e602-e843-4e4d-9632-170d5571e47e/2DFDF659-4C52-4476-9A2D-F11B50A3D766.png,"career growth, 101, ecosystem, continues, grow, podcast, back","The Child Actor 101 Ecosystem Continues To Grow And The Podcast Is Back, Career Growth, career growth, 101, ecosystem, continues, grow, podcast, back","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-harsh-truth-if-youre-not-taking-training-seriously-your-kid-isnbspjust-a-hobbyist,blog_article,https://www.childactor101.com/101-blog/the-harsh-truth-if-youre-not-taking-training-seriously-your-kid-isnbspjust-a-hobbyist,audited_from_live_site,The Harsh Truth If Youre Not Taking Training Seriously Your Kid Is Just A Hobbyist,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: The Harsh Truth If Youre Not Taking Training Seriously Your Kid Is Just A Hobbyist.,Career Growth,lesson_candidate,import_as_is_or_lightly_update,training-importance,Keep one canonical lesson and merge overlapping material from duplicate sources.,The Harsh Truth If Youre Not Taking Training Seriously Your Kid Is Just A Hobbyist,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/c0a656c4-4730-4c0a-b0f5-82186dc3348f/halfricanfeedb.png,"career growth, harsh, truth, youre, not, taking, training, seriously","The Harsh Truth If Youre Not Taking Training Seriously Your Kid Is Just A Hobbyist, Career Growth, career growth, harsh, truth, youre, not, taking, training, seriously","Elevating Talent My Approach To Consistent Acting Coaching, Olympic Level Training For Aspiring Young Actors Why Consistency Is Key, When Should My Child Start Acting Training A Parents Guide To The Right Age",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-importance-of-video-examples-for-aspiring-child-actors,blog_article,https://www.childactor101.com/101-blog/the-importance-of-video-examples-for-aspiring-child-actors,audited_from_live_site,The Importance Of Video Examples For Aspiring Child Actors,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: The Importance Of Video Examples For Aspiring Child Actors.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,The Importance Of Video Examples For Aspiring Child Actors,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/acca8255-785c-4aa1-8a0c-78b660ed2cd1/Untitled+design.png,"career growth, importance, video, examples, aspiring","The Importance Of Video Examples For Aspiring Child Actors, Career Growth, career growth, importance, video, examples, aspiring","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-industry-classroom-how-acting-nurtures-life-skills-in-child-actors,blog_article,https://www.childactor101.com/101-blog/the-industry-classroom-how-acting-nurtures-life-skills-in-child-actors,audited_from_live_site,The Industry Classroom How Acting Nurtures Life Skills In Child Actors,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: The Industry Classroom How Acting Nurtures Life Skills In Child Actors.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,The Industry Classroom How Acting Nurtures Life Skills In Child Actors,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/87d213c9-2373-4638-8346-880f83c41676/dickwhimsy_Pixar_style_A_hip_Talent_Manager_and_a_older_lady_Ta_7c6f2219-2805-4987-995d-b8749f312ee8.png,"career growth, industry, classroom, acting, nurtures, life, skills","The Industry Classroom How Acting Nurtures Life Skills In Child Actors, Career Growth, career growth, industry, classroom, acting, nurtures, life, skills","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-little-giants-of-the-silver-screen-how-child-actors-shine-in-the-oscars-spotlight,blog_article,https://www.childactor101.com/101-blog/the-little-giants-of-the-silver-screen-how-child-actors-shine-in-the-oscars-spotlight,audited_from_live_site,The Little Giants Of The Silver Screen How Child Actors Shine In The Oscars Spotlight,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: The Little Giants Of The Silver Screen How Child Actors Shine In The Oscars Spotlight.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,The Little Giants Of The Silver Screen How Child Actors Shine In The Oscars Spotlight,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/7547dd96-15f4-4fc0-8716-09a065d49110/IMG_0921.jpeg,"career growth, little, giants, silver, screen, shine, oscars, spotlight","The Little Giants Of The Silver Screen How Child Actors Shine In The Oscars Spotlight, Career Growth, career growth, little, giants, silver, screen, shine, oscars, spotlight","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-truth-about-youth-acting-awards,blog_article,https://www.childactor101.com/101-blog/the-truth-about-youth-acting-awards,audited_from_live_site,The Truth About Youth Acting Awards,Existing Child Actor 101 source content that fits the Career Growth chapter and should be reviewed for classroom reuse around the topic: The Truth About Youth Acting Awards.,Career Growth,lesson_candidate,import_with_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,The Truth About Youth Acting Awards,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/154cae8a-5220-4ae7-bde8-acd7edc452e1/kiddieoscar.jpg,"career growth, truth, about, youth, acting, awards","The Truth About Youth Acting Awards, Career Growth, career growth, truth, about, youth, acting, awards","101 Things Every Acting Student Needs Before Leaving Home, 101 Tips Book, 2xccz4x1dpno6ksnhljlshfemuv6v9",Imported from the live Squarespace blog.
